Taxon_ID,Clean_Scientific_Name,Display_Common_Name,Family,Genus,Kingdom_Group,Public_Display_Group,Friendly_Evidence_Level,Friendly_Evidence_Label,Public_Evidence_Status,Occurrence_Evidence_Score_0_5,Public_Confidence,Beginner_Role_Sentence,Public_Function_Summary,Trophic_Mode,Guild,Growth_Form,Interaction_State,Interaction_Summary,Source_Layers_Present,MyCoPortal_Records,GBIF_BBox_Records,GBIF_Preserved_Specimens,GBIF_Human_Observations,iNaturalist_Checklist_Listed,USDA_Refined_Records,Interaction_Rows,Primary_URL,iNaturalist_Checklist_URL,Citation_Note
taxon-0015,Volvariella volvacea,,Pluteaceae,Volvariella,True fungi / lichenized fungi,Lichens,Strong local evidence,Collected specimen or very strong local record,Hays voucher/specimen-confirmed,5,High local evidence,A lichenized fungus: a fungus living with algae or cyanobacteria as a shared body.,wood decomposer,Saprotroph,Plant Saprotroph|-Undefined Saprotroph-Wood Saprotroph,Agaricoid,No merged interaction record,,"MyCoPortal, GBIF_bbox, FUNGuild",1,1,0,1,,0,0,https://mycoportal.org/portal/collections/individual/index.php?occid=14618512,,MyCoPortal; GBIF bbox first-pass; FUNGuild
taxon-0060,Fomes fasciatus,,Polyporaceae,Fomes,true fungus or fungal record,Plant disease / host-associated fungi,Strong mapped evidence,Mapped in/refined to Hays County,Hays coordinate-confirmed,4,Moderate local evidence,Known or inferred as a host-associated fungus; often best interpreted through its plant host records.,wood decomposer; host-associated / possible pathogen,Pathotroph-Saprotroph,Plant Pathogen-|Wood Saprotroph,Polyporoid,Has merged interactions / hosts,,"GBIF_bbox, iNaturalist_checklist, USDA_BPI_refined, FUNGuild, Interactions",0,11,2,9,Yes,1,1,https://www.gbif.org/occurrence/3108996480,https://www.inaturalist.org/check_lists/624-Hays-Check-List?iconic_taxon=47170&page=3&view=plain,GBIF bbox first-pass; iNaturalist Hays checklist; USDA BPI refined; FUNGuild; Central Texas interactions
taxon-0113,Albugo ipomoeae-panduratae,,Albuginaceae,Albugo,true fungus or fungal record,Still being studied / unresolved,Strong mapped evidence,Mapped in/refined to Hays County,Hays coordinate-confirmed,4,Moderate local evidence,Functional evidence suggests: host-associated / possible pathogen.,host-associated / possible pathogen,,,,Has merged interactions / hosts,,"USDA_BPI_refined, Interactions",0,0,0,0,,1,61,,,USDA BPI refined; Central Texas interactions
taxon-0104,Apiognomonia veneta,,Gnomoniaceae,Apiognomonia,true fungus or fungal record,Plant disease / host-associated fungi,Strong mapped evidence,Mapped in/refined to Hays County,Hays coordinate-confirmed,4,Moderate local evidence,Known or inferred as a host-associated fungus; often best interpreted through its plant host records.,host-associated / possible pathogen,Pathotroph,Plant Pathogen,Microfungus,No merged interaction record,,"GBIF_bbox, USDA_BPI_refined, FUNGuild",0,1,1,0,,1,0,https://www.gbif.org/occurrence/4099585335,,GBIF bbox first-pass; USDA BPI refined; FUNGuild
taxon-0114,Badhamia affinis,,Physaraceae,Badhamia,fungus-like organism / slime mold,Fungus-like organisms / slime molds,Strong mapped evidence,Mapped in/refined to Hays County,Hays coordinate-confirmed,4,Moderate local evidence,Fungus-like organism tracked separately so visitors do not confuse it with true fungi.,host-associated / possible pathogen,,,,Has merged interactions / hosts,,"USDA_BPI_refined, Interactions",0,0,0,0,,1,1,,,USDA BPI refined; Central Texas interactions
taxon-0061,Cercospora flagellaris,,Mycosphaerellaceae,Cercospora,true fungus or fungal record,Plant disease / host-associated fungi,Strong mapped evidence,Mapped in/refined to Hays County,Hays coordinate-confirmed,4,Moderate local evidence,Known or inferred as a host-associated fungus; often best interpreted through its plant host records.,host-associated / possible pathogen,Pathotroph,Plant Pathogen,Microfungus,Has merged interactions / hosts,,"GBIF_bbox, USDA_BPI_refined, FUNGuild, Interactions",0,6,6,0,,1,14,https://www.gbif.org/occurrence/3916133004,,GBIF bbox first-pass; USDA BPI refined; FUNGuild; Central Texas interactions
taxon-0062,Cercospora hedericola,,Mycosphaerellaceae,Cercospora,true fungus or fungal record,Plant disease / host-associated fungi,Strong mapped evidence,Mapped in/refined to Hays County,Hays coordinate-confirmed,4,Moderate local evidence,Known or inferred as a host-associated fungus; often best interpreted through its plant host records.,host-associated / possible pathogen,Pathotroph,Plant Pathogen,Microfungus,Has merged interactions / hosts,,"GBIF_bbox, USDA_BPI_refined, FUNGuild, Interactions",0,1,1,0,,1,1,https://www.gbif.org/occurrence/4099630668,,GBIF bbox first-pass; USDA BPI refined; FUNGuild; Central Texas interactions
taxon-0063,Cercospora medicaginis,,Mycosphaerellaceae,Cercospora,true fungus or fungal record,Plant disease / host-associated fungi,Strong mapped evidence,Mapped in/refined to Hays County,Hays coordinate-confirmed,4,Moderate local evidence,Known or inferred as a host-associated fungus; often best interpreted through its plant host records.,host-associated / possible pathogen,Pathotroph,Plant Pathogen,Microfungus,Has merged interactions / hosts,,"GBIF_bbox, USDA_BPI_refined, FUNGuild, Interactions",0,2,2,0,,1,4,https://www.gbif.org/occurrence/3916134223,,GBIF bbox first-pass; USDA BPI refined; FUNGuild; Central Texas interactions
taxon-0064,Cercospora sagittariae,,Mycosphaerellaceae,Cercospora,true fungus or fungal record,Plant disease / host-associated fungi,Strong mapped evidence,Mapped in/refined to Hays County,Hays coordinate-confirmed,4,Moderate local evidence,Known or inferred as a host-associated fungus; often best interpreted through its plant host records.,host-associated / possible pathogen,Pathotroph,Plant Pathogen,Microfungus,Has merged interactions / hosts,,"GBIF_bbox, USDA_BPI_refined, FUNGuild, Interactions",0,1,1,0,,1,4,https://www.gbif.org/occurrence/4099173672,,GBIF bbox first-pass; USDA BPI refined; FUNGuild; Central Texas interactions
taxon-0065,Cerotelium malvicola,,Phakopsoraceae,Cerotelium,true fungus or fungal record,Plant disease / host-associated fungi,Strong mapped evidence,Mapped in/refined to Hays County,Hays coordinate-confirmed,4,Moderate local evidence,Known or inferred as a host-associated fungus; often best interpreted through its plant host records.,host-associated / possible pathogen,Pathotroph,Plant Pathogen,Rust,Has merged interactions / hosts,,"GBIF_bbox, USDA_BPI_refined, FUNGuild, Interactions",0,2,2,0,,1,3,https://www.gbif.org/occurrence/4099300581,,GBIF bbox first-pass; USDA BPI refined; FUNGuild; Central Texas interactions
taxon-0117,Coleosporium Lév.,,Coleosporiaceae,Coleosporium,true fungus or fungal record,Still being studied / unresolved,Strong mapped evidence,Mapped in/refined to Hays County,Hays coordinate-confirmed,4,Moderate local evidence,The ecological job is not resolved yet in the merged sources.,function not yet resolved,,,,No merged interaction record,,USDA_BPI_refined,0,0,0,0,,1,0,,,USDA BPI refined
taxon-0105,Colletotrichum grossi,,Glomerellaceae,Colletotrichum,true fungus or fungal record,Plant disease / host-associated fungi,Strong mapped evidence,Mapped in/refined to Hays County,Hays coordinate-confirmed,4,Moderate local evidence,Known or inferred as a host-associated fungus; often best interpreted through its plant host records.,decomposer; host-associated / possible pathogen; endophyte,Pathotroph-Saprotroph-Symbiotroph,Endophyte-|Plant Pathogen|-Plant Saprotroph,Microfungus,No merged interaction record,,"GBIF_bbox, USDA_BPI_refined, FUNGuild",0,1,1,0,,1,0,https://www.gbif.org/occurrence/4099605650,,GBIF bbox first-pass; USDA BPI refined; FUNGuild
taxon-0066,Cylindrosporium defoliatum,,Ploettnerulaceae,Cylindrosporium,true fungus or fungal record,Plant disease / host-associated fungi,Strong mapped evidence,Mapped in/refined to Hays County,Hays coordinate-confirmed,4,Moderate local evidence,Known or inferred as a host-associated fungus; often best interpreted through its plant host records.,host-associated / possible pathogen,Pathotroph,Plant Pathogen,Microfungus,Has merged interactions / hosts,,"GBIF_bbox, USDA_BPI_refined, FUNGuild, Interactions",0,9,9,0,,1,19,https://www.gbif.org/occurrence/1928247118,,GBIF bbox first-pass; USDA BPI refined; FUNGuild; Central Texas interactions
taxon-0067,Cylindrosporium griseum,,Ploettnerulaceae,Cylindrosporium,true fungus or fungal record,Plant disease / host-associated fungi,Strong mapped evidence,Mapped in/refined to Hays County,Hays coordinate-confirmed,4,Moderate local evidence,Known or inferred as a host-associated fungus; often best interpreted through its plant host records.,host-associated / possible pathogen,Pathotroph,Plant Pathogen,Microfungus,Has merged interactions / hosts,,"GBIF_bbox, USDA_BPI_refined, FUNGuild, Interactions",0,2,2,0,,1,5,https://www.gbif.org/occurrence/1928828331,,GBIF bbox first-pass; USDA BPI refined; FUNGuild; Central Texas interactions
taxon-0068,Cytospora leucostoma,,Valsaceae,Cytospora,true fungus or fungal record,Plant disease / host-associated fungi,Strong mapped evidence,Mapped in/refined to Hays County,Hays coordinate-confirmed,4,Moderate local evidence,Known or inferred as a host-associated fungus; often best interpreted through its plant host records.,host-associated / possible pathogen,Pathotroph,Plant Pathogen,Microfungus,Has merged interactions / hosts,,"GBIF_bbox, USDA_BPI_refined, FUNGuild, Interactions",0,1,1,0,,1,22,https://www.gbif.org/occurrence/4099227138,,GBIF bbox first-pass; USDA BPI refined; FUNGuild; Central Texas interactions
taxon-0106,Daedalea ambigua,,Fomitopsidaceae,Daedalea,true fungus or fungal record,Wood decomposers,Strong mapped evidence,Mapped in/refined to Hays County,Hays coordinate-confirmed,4,Moderate local evidence,Helps break down wood and return nutrients to the soil system.,wood decomposer,Saprotroph,Wood Saprotroph,Polyporoid,No merged interaction record,,"GBIF_bbox, USDA_BPI_refined, FUNGuild",0,2,2,0,,1,0,https://www.gbif.org/occurrence/4099440325,,GBIF bbox first-pass; USDA BPI refined; FUNGuild
taxon-0069,Discogloeum concentricum,,,Discogloeum,true fungus or fungal record,Still being studied / unresolved,Strong mapped evidence,Mapped in/refined to Hays County,Hays coordinate-confirmed,4,Moderate local evidence,Functional evidence suggests: host-associated / possible pathogen.,host-associated / possible pathogen,,,,Has merged interactions / hosts,,"GBIF_bbox, USDA_BPI_refined, FUNGuild, Interactions",0,4,4,0,,1,6,https://www.gbif.org/occurrence/4099670403,,GBIF bbox first-pass; USDA BPI refined; Central Texas interactions
taxon-0070,Gloeosporium leguminum,,Drepanopezizaceae,Gloeosporium,true fungus or fungal record,Plant disease / host-associated fungi,Strong mapped evidence,Mapped in/refined to Hays County,Hays coordinate-confirmed,4,Moderate local evidence,Known or inferred as a host-associated fungus; often best interpreted through its plant host records.,host-associated / possible pathogen,Pathotroph,Plant Pathogen,Microfungus,Has merged interactions / hosts,,"GBIF_bbox, USDA_BPI_refined, FUNGuild, Interactions",0,2,2,0,,1,13,https://www.gbif.org/occurrence/3916136198,,GBIF bbox first-pass; USDA BPI refined; FUNGuild; Central Texas interactions
taxon-0071,Golovinomyces cichoracearum,,Erysiphaceae,Golovinomyces,true fungus or fungal record,Plant disease / host-associated fungi,Strong mapped evidence,Mapped in/refined to Hays County,Hays coordinate-confirmed,4,Moderate local evidence,Known or inferred as a host-associated fungus; often best interpreted through its plant host records.,host-associated / possible pathogen,Pathotroph,Plant Pathogen,Microfungus,Has merged interactions / hosts,,"GBIF_bbox, USDA_BPI_refined, FUNGuild, Interactions",0,14,14,0,,1,8,https://www.gbif.org/occurrence/1927989566,,GBIF bbox first-pass; USDA BPI refined; FUNGuild; Central Texas interactions
taxon-0072,Leveillula taurica,,Erysiphaceae,Leveillula,true fungus or fungal record,Plant disease / host-associated fungi,Strong mapped evidence,Mapped in/refined to Hays County,Hays coordinate-confirmed,4,Moderate local evidence,Known or inferred as a host-associated fungus; often best interpreted through its plant host records.,host-associated / possible pathogen,Pathotroph,Plant Pathogen,,Has merged interactions / hosts,,"GBIF_bbox, USDA_BPI_refined, FUNGuild, Interactions",0,4,2,0,,1,11,https://www.gbif.org/occurrence/4099444914,,GBIF bbox first-pass; USDA BPI refined; FUNGuild; Central Texas interactions
taxon-0107,Melampsora abieti-capraearum,,Melampsoraceae,Melampsora,true fungus or fungal record,Plant disease / host-associated fungi,Strong mapped evidence,Mapped in/refined to Hays County,Hays coordinate-confirmed,4,Moderate local evidence,Known or inferred as a host-associated fungus; often best interpreted through its plant host records.,host-associated / possible pathogen,Pathotroph,Plant Pathogen,Rust,No merged interaction record,,"GBIF_bbox, USDA_BPI_refined, FUNGuild",0,1,1,0,,1,0,https://www.gbif.org/occurrence/4099619815,,GBIF bbox first-pass; USDA BPI refined; FUNGuild
taxon-0073,Monilinia fructicola,,Sclerotiniaceae,Monilinia,true fungus or fungal record,Plant disease / host-associated fungi,Strong mapped evidence,Mapped in/refined to Hays County,Hays coordinate-confirmed,4,Moderate local evidence,Known or inferred as a host-associated fungus; often best interpreted through its plant host records.,host-associated / possible pathogen,Pathotroph,Plant Pathogen,Microfungus,Has merged interactions / hosts,,"GBIF_bbox, USDA_BPI_refined, FUNGuild, Interactions",0,1,1,0,,1,1,https://www.gbif.org/occurrence/4099849551,,GBIF bbox first-pass; USDA BPI refined; FUNGuild; Central Texas interactions
taxon-0074,Mycosphaerella confusa,,Mycosphaerellaceae,Mycosphaerella,true fungus or fungal record,Plant disease / host-associated fungi,Strong mapped evidence,Mapped in/refined to Hays County,Hays coordinate-confirmed,4,Moderate local evidence,Known or inferred as a host-associated fungus; often best interpreted through its plant host records.,host-associated / possible pathogen,Pathotroph,Plant Pathogen,Microfungus,Has merged interactions / hosts,,"GBIF_bbox, USDA_BPI_refined, FUNGuild, Interactions",0,2,2,0,,1,20,https://www.gbif.org/occurrence/4099657648,,GBIF bbox first-pass; USDA BPI refined; FUNGuild; Central Texas interactions
taxon-0075,Neoerysiphe galeopsidis,,Erysiphaceae,Neoerysiphe,true fungus or fungal record,Plant disease / host-associated fungi,Strong mapped evidence,Mapped in/refined to Hays County,Hays coordinate-confirmed,4,Moderate local evidence,Known or inferred as a host-associated fungus; often best interpreted through its plant host records.,host-associated / possible pathogen,Pathotroph,Plant Pathogen,Microfungus,Has merged interactions / hosts,,"GBIF_bbox, USDA_BPI_refined, FUNGuild, Interactions",0,11,5,6,,1,2,https://www.gbif.org/occurrence/4855130847,,GBIF bbox first-pass; USDA BPI refined; FUNGuild; Central Texas interactions
